,name,main_category,sub_category,brand,number,tags,price,rating,rating_num,season,gender,like,view,sale,coordi,age18,age19_23,age24_28,age29_33,age34_39,age40,man,woman,img
703,C 로고 티셔츠 화이트,상의,반소매 티셔츠,COVERNAT,CO0000ST03WH,"['반팔티', '오버핏', '티셔츠', '반팔', '라운드티', '썸머컬렉션', '로고티셔츠', '쿨코튼']","39,000원",4.8,2317,2022 S/S,['남'],"1,846",4.1천 회 이상,900개 이상,,29%,15%,15%,12%,10%,19%,52%,48%,https://image.msscdn.net/images/goods_img/20170502/549034/549034_13_500.jpg?t=20220404173121
704,Heart Lip Logo Stripe Crop T BK,상의,반소매 티셔츠,CHARM'S,FCQMCTR501M,"['반팔티', '반팔티셔츠', '스트라이프', '크롭', '크롭셔링', '크롭티', '하트립로고']","39,000원",4.8,698,2020 S/S,['여'],"6,216",3.8천 회 이상,900개 이상,['캐주얼'],30%,36%,20%,6%,2%,6%,4%,96%,https://image.msscdn.net/images/goods_img/20200428/1425484/1425484_1_500.jpg?t=20200428145148
705,오버사이즈 쿨링베이스 티셔츠 -아이보리-,상의,반소매 티셔츠,JIPSY,19JPS111,"['쿨링오버사이즈티셔츠', '쿨링', '쿨링티', '쿨링티셔츠', '오버사이즈티셔츠', '반소매티', '집시', '로고티셔츠', '실키티셔츠']","49,900원",4.8,9140,2022 ALL,"['남', '여']","2,343",1.9천 회 이상,900개 이상,['포멀'],13%,15%,24%,18%,16%,14%,83%,17%,https://image.msscdn.net/images/goods_img/20180419/760077/760077_2_500.jpg?t=20220404154512
706,AQO BEAR PAINTING T-SHIRTS WHITE,상의,반소매 티셔츠,AQOstudiospace,AQ22BMTS01WH,"['반팔', '여름반팔티', '반팔티셔츠', '여름반팔', '반팔티', '곰돌이', '오버핏']","39,000원",4.9,175,2022 S/S,['여'],"1,336",2.8천 회 이상,800개 이상,['캐주얼'],30%,32%,23%,6%,3%,6%,11%,89%,https://image.msscdn.net/images/goods_img/20220415/2493528/2493528_2_500.jpg?t=20220510093745
707,[Mmlg] 1987 HF-T (NAVY),상의,반소매 티셔츠,MMLG,MMLGBB1T031,"['반팔티', '여자반팔티', '티셔츠추천', '반팔티셔츠', '남자반팔티', '특별기획전', '로고', 'EVERYDAYWEAR', '최현욱착용']","39,000원",4.8,2379,2022 S/S,"['남', '여']","1,750",8.3천 회 이상,900개 이상,['캐주얼'],20%,33%,27%,9%,5%,6%,31%,69%,https://image.msscdn.net/images/goods_img/20211222/2279743/2279743_1_500.png?t=20220311162007
708,[16수] 레터링 타투 오버핏 티셔츠 블랙,상의,반소매 티셔츠,CPGN STUDIO,compagno10,"['레터링', '반팔티', '블랙', '오버핏', '자수', '타투후드', '티셔츠']","56,000원",4.8,3120,,['남'],"7,413",2.2천 회 이상,900개 이상,,41%,24%,13%,6%,4%,12%,60%,40%,https://image.msscdn.net/images/goods_img/20170322/503413/503413_2_500.jpg?t=20210615124700
709,us navy s/s tee off white,상의,반소매 티셔츠,UNIFORM BRIDGE,UB-2421,"['반팔티', '반팔티셔츠', '티셔츠', '캐리오버', '네이비스포츠']","39,000원",4.8,1200,ALL S/S,['남'],"2,243",2.1천 회 이상,900개 이상,"['아메리칸 캐주얼', '캐주얼']",23%,31%,24%,12%,6%,4%,86%,14%,https://image.msscdn.net/images/goods_img/20210419/1906720/1906720_1_500.jpg?t=20210423165108
710,[패키지] ATHLETIC T-SHIRTS (5 COLOR) [LRQMCTA419M],상의,반소매 티셔츠,GROOVE RHYME,LRQMCTA419M,"['반팔티셔츠', '반팔', '티셔츠', '그래픽', '로고', '오버핏', '반팔티']","58,000원",4.8,107,2022 S/S,"['남', '여']","1,845",9.7천 회 이상,800개 이상,,35%,26%,17%,8%,4%,10%,58%,42%,https://image.msscdn.net/images/goods_img/20220330/2457321/2457321_1_500.jpg?t=20220330171115
711,Logo T-shirts (JN5TSU091BK),상의,반소매 티셔츠,JEEP,JN5TSU091BK,[],"29,000원",4.7,1809,,['남'],"1,921",2.5천 회 이상,900개 이상,,56%,18%,8%,4%,2%,12%,26%,74%,https://image.msscdn.net/images/goods_img/20190705/1090700/1090700_2_500.jpg?t=20220627090531
712,남여공용 J400169 BEH 2PK SET 로고 솔리드 반팔 티셔츠,상의,반소매 티셔츠,CALVIN KLEIN JEANS,J400169 BEH,['로고'],"64,000원",4.8,219,2022 S/S,['남'],"3,102",1.1만 회 이상,800개 이상,,33%,36%,20%,5%,1%,5%,40%,60%,https://image.msscdn.net/images/goods_img/20210322/1856360/1856360_19_500.jpg?t=20220428113958
713,스우시 숏슬리브 티셔츠,상의,반소매 티셔츠,NIKE,CK2253,"['나이키반팔티', '반팔티', '반팔', '반팔티셔츠', '반팔티추천', '나이키티셔츠', '나이키반팔']","59,000원",4.8,54,,['남'],"3,177",1.9만 회 이상,900개 이상,,58%,17%,8%,4%,2%,11%,53%,47%,https://image.msscdn.net/images/goods_img/20220421/2505948/2505948_1_500.jpg?t=20220628171554
714,PAISLEY TAG TEE - BLACK,상의,반소매 티셔츠,BROWNBREATH,BHMMST002BK,"['로고티', '반팔티셔츠', '오버핏반팔', '남자반팔티', '여자반팔티', '기본티셔츠', '그래픽티셔츠', '그래픽']","39,000원",4.8,787,2022 S/S,"['남', '여']","1,296",4.3천 회 이상,900개 이상,['스트릿'],33%,23%,15%,11%,5%,13%,52%,48%,https://image.msscdn.net/images/goods_img/20220222/2376223/2376223_2_500.jpg?t=20220224121502
715,[세트상품]22SS K87 워크웨어 포켓티 반팔티셔츠(22년 뉴컬러 포함),상의,반소매 티셔츠,CARHARTT,CARHARTTK126,"['반팔티', '오버핏', '오버핏반팔', '남자티셔츠', '오버핏티셔츠']","99,000원",4.7,57,,['남'],"1,766",1.7만 회 이상,800개 이상,,21%,28%,24%,14%,7%,6%,71%,29%,https://image.msscdn.net/images/goods_img/20220519/2570308/2570308_1_500.jpg?t=20220519144120
716,[Mmlg] Mm FAMILY HF-T (BABY BLUE),상의,반소매 티셔츠,MMLG,MMLGBB1T040,"['반팔티셔츠', '반팔티', '티셔츠', '반팔', '특별기획전', '로고', '최현욱착용']","39,000원",4.8,347,2022 S/S,"['남', '여']","1,543",9.8천 회 이상,800개 이상,,18%,36%,28%,10%,3%,5%,15%,85%,https://image.msscdn.net/images/goods_img/20211223/2280255/2280255_1_500.jpg?t=20220318152948
717,릴렉스 핏 크루 넥 반팔 티셔츠 [블루 그레이],상의,반소매 티셔츠,MUSINSA STANDARD,MITS0005-BY,"['기본티', '라운드넥', '루즈핏', '면티셔츠', '무지티', '반팔티', 'MU-T', '반소매티셔츠']","11,900원",4.8,159300,,['남'],470,3.6천 회 이상,900개 이상,"['댄디', '캐주얼']",14%,21%,27%,19%,10%,9%,86%,14%,https://image.msscdn.net/images/goods_img/20200506/1431741/1431741_3_500.jpg?t=20201109160817
718,7.5oz 맥스 헤비웨이트 반팔티 BLACK,상의,반소매 티셔츠,SHAKA WEAR,107016,[],"29,000원",4.7,2662,,['남'],843,800회 이상,900개 이상,,21%,17%,29%,18%,8%,7%,94%,6%,https://image.msscdn.net/images/goods_img/20190227/967483/967483_1_500.jpg?t=20190227165352
719,릴렉스드 반팔 티셔츠 [블랙],상의,반소매 티셔츠,MELANGE MASTER,MAJTS001-BK,"['루즈핏', '면티', '여름티', '오버핏', '커플티', '코튼', '티셔츠']","17,900원",4.8,1405,,['남'],441,1천 회 이상,900개 이상,['캐주얼'],19%,18%,29%,19%,8%,7%,86%,14%,https://image.msscdn.net/images/goods_img/20200806/1539626/1539626_1_500.jpg?t=20200806165340
720,릴렉스 핏 크루 넥 반팔 티셔츠 [오트밀],상의,반소매 티셔츠,MUSINSA STANDARD,MITS0005-OT,"['기본티', '라운드넥', '루즈핏', '면티셔츠', '무지티', '반팔티', 'MU-T', '홈웨어컬렉션']","11,900원",4.8,159300,,['남'],647,3천 회 이상,900개 이상,"['댄디', '캐주얼']",15%,20%,24%,19%,12%,10%,80%,20%,https://image.msscdn.net/images/goods_img/20190813/1117542/1117542_3_500.jpg?t=20201109160955
721,Reversible Pigment String T-shirt (FU-141_Dark Grey),상의,반소매 티셔츠,FLAREUP,FU-141_Dark Grey,"['오버사이즈', '티셔츠', '루즈핏', '반팔', '오버핏', '피그먼트', '스트링']","42,000원",4.8,235,2022 S/S,"['남', '여']","1,067",3.8천 회 이상,900개 이상,,24%,26%,21%,11%,6%,12%,70%,30%,https://image.msscdn.net/images/goods_img/20190515/1045881/1045881_2_500.jpg?t=20191227003737
722,피케 패브릭 스트라이프 티_블랙,상의,반소매 티셔츠,BLANK ROOM,T32,"['루즈핏', '반팔', '반팔티', '스트라이프', '스트라이프티', '티셔츠', '피케티']","39,000원",4.8,1323,ALL S/S,['남'],"1,731",8.2천 회 이상,900개 이상,['댄디'],10%,23%,38%,18%,7%,4%,87%,13%,https://image.msscdn.net/images/goods_img/20180626/807307/807307_2_500.jpg?t=20210514104208
723,[패키지]헤비코튼 2PACK 세트 아치 스몰로고  티셔츠,상의,반소매 티셔츠,ACIDD SLIDE,22SSSH02PACK0S,"['캐주얼셔츠', '오버사이즈셔츠', '오버핏셔츠', '시티보이', '셔츠', '남방', '반팔셔츠']","48,700원",4.6,175,2022 F/W,['남'],930,1.8천 회 이상,900개 이상,,19%,19%,18%,15%,12%,17%,65%,35%,https://image.msscdn.net/images/goods_img/20220324/2442129/2442129_3_500.jpg?t=20220404103423
724,[ONEMILE WEAR] 2PACK SMALL ARCH TEE WHITE / WHITE,상의,반소매 티셔츠,YALE,YC1SS1021WH,"['원마일웨어', '패키지/셋업']","78,000원",4.9,6326,2022 S/S,"['남', '여']",836,6.8천 회 이상,800개 이상,['캐주얼'],24%,27%,24%,12%,5%,8%,53%,47%,https://image.msscdn.net/images/goods_img/20220411/2479361/2479361_2_500.jpg?t=20220411150709
725,락업 티 - 화이트 / FT8752,상의,반소매 티셔츠,ADIDAS,FT8752,"['락업', '로고티', '락업반팔', '로고티셔츠', '삼선티', '삼선반팔', '로고/레터링']","39,000원",4.7,2592,ALL,['남'],"2,559",3.2천 회 이상,900개 이상,['스포츠'],45%,19%,15%,6%,3%,12%,37%,63%,https://image.msscdn.net/images/goods_img/20210520/1959331/1959331_1_500.jpg?t=20210524081843
726,테이핑 해시태그 오버핏 반팔 티셔츠,상의,반소매 티셔츠,BEENTRILL,BA222TS004,"['빈트릴티셔츠', '오버핏반팔', '반팔티셔츠', '반팔', '해시태그', '티셔츠', '송필드']","48,000원",4.8,245,2021 S/S,['남'],"1,157",2.9천 회 이상,800개 이상,"['스트릿', '캐주얼']",28%,20%,19%,11%,8%,14%,67%,33%,https://image.msscdn.net/images/goods_img/20210310/1836933/1836933_8_500.jpg?t=20220511094906
727,[20수] 헤비 오버핏 보더 반팔티 블랙,상의,반소매 티셔츠,CPGN STUDIO,compagno10,"['단가라', '보더티', '블랙화이트', '스트라이프', '오버핏']","45,000원",4.7,2973,,['남'],"5,345",3.2천 회 이상,900개 이상,,16%,22%,20%,15%,12%,15%,77%,23%,https://image.msscdn.net/images/goods_img/20170504/550010/550010_3_500.jpg?t=20210615123723
728,SIGNATURE T-SHIRTS [WHITE/NAVY],상의,반소매 티셔츠,5252BYOIOI,SMSG_16,[],"39,000원",4.9,398,2022 S/S,['여'],"2,154",7.9천 회 이상,900개 이상,"['걸리시', '캐주얼']",28%,23%,18%,8%,5%,18%,18%,82%,https://image.msscdn.net/images/goods_img/20220314/2415856/2415856_1_500.jpg?t=20220314142435
729,TSHIRT LOGO MRCD_NAVY CREAM,상의,반소매 티셔츠,MARDI MERCREDI,430747,[],"45,000원",4.9,144,2022 S/S,['여'],"2,563",7.4천 회 이상,900개 이상,,23%,18%,16%,13%,10%,20%,10%,90%,https://image.msscdn.net/images/goods_img/20220329/2453521/2453521_2_500.jpg?t=20220426144831
730,89 그래픽 하프 반팔 티셔츠 화이트 그린,상의,반소매 티셔츠,ADLIELOS,ADLYB2SS01,"['여름반팔티', '반팔티추천', '여름반팔', '커플티', '루즈핏티셔츠', '오버핏반팔', '깡스타일리스트']","49,000원",4.8,472,2022 S/S,['남'],906,2.1만 회 이상,800개 이상,,25%,23%,22%,15%,7%,8%,90%,10%,https://image.msscdn.net/images/goods_img/20220608/2602532/2602532_1_500.jpg?t=20220615170116
731,아치 로고 티셔츠 그레이,상의,반소매 티셔츠,COVERNAT,CO0000ST02GR,"['반팔', '티셔츠', '반팔티', '반팔티셔츠', '로고티셔츠', '라운드티', '썸머컬렉션', '입시덕후']","39,000원",4.8,17429,2022 S/S,['남'],"1,461",9.6천 회 이상,800개 이상,"['아메리칸 캐주얼', '레트로', '캐주얼']",34%,21%,15%,14%,5%,11%,47%,53%,https://image.msscdn.net/images/goods_img/20220304/2398194/2398194_1_500.jpg?t=20220304141918
732,우먼즈 크루 넥 크롭 반팔 티셔츠 [스카이 블루],상의,반소매 티셔츠,MUSINSA STANDARD,MWJTS208-SB,"['기본티', '라운드넥', '무신사스탠다드우먼즈', '여름티', 'MU-T', '크롭티', '정호연PICK']","11,900원",4.8,11225,,['여'],"1,871",3천 회 이상,800개 이상,['캐주얼'],19%,27%,29%,14%,5%,6%,6%,94%,https://image.msscdn.net/images/goods_img/20200423/1417721/1417721_2_500.jpg?t=20200630163951
733,메일러 오버사이즈 반팔티셔츠 WHITE,상의,반소매 티셔츠,KODAK,K1223LRS22WHT,"['메일러티셔츠', '반팔티', '오버사이즈', '코닥티셔츠', '티셔츠', '로고티셔츠', '여름반팔티', '메일러컬렉션', '무신사현대카드']","59,000원",4.8,754,2021 S/S,['남'],"2,860",5.8천 회 이상,800개 이상,"['스포츠', '캐주얼']",23%,16%,23%,16%,10%,12%,52%,48%,https://image.msscdn.net/images/goods_img/20200320/1361886/1361886_1_500.jpg?t=20210226140829
734,[후아유X깡스타일리스트] 라벨 반팔티 WHRAB3796U,상의,반소매 티셔츠,WHOAU,WHRAB3796U,"['반팔티셔츠', '로고티셔츠', '스타일리스트깡', '콜라보', '반팔티', '깡스타일리스트', '티셔츠']","29,900원",4.4,2029,2021 S/S,['남'],"1,971",600회 이상,700개 이상,,34%,22%,20%,12%,4%,8%,82%,18%,https://image.msscdn.net/images/goods_img/20210422/1915500/1915500_4_500.jpg?t=20220705104515
735,DOODLE LOGO T-SHIRT - CREAM,상의,반소매 티셔츠,NOMANUAL,NM12TS10M1OM,"['반팔티', '티셔츠', '반팔티셔츠', '반팔', '22S/S컬렉션', '로고', 'DOODLELOGO']","46,000원",4.9,1938,2022 S/S,"['남', '여']","2,211",1만 회 이상,800개 이상,"['스트릿', '캐주얼']",30%,35%,20%,8%,2%,5%,52%,48%,https://image.msscdn.net/images/goods_img/20220126/2329366/2329366_1_500.jpg?t=20220218134358
736,Ho Jub Mong Tee White,상의,반소매 티셔츠,FASTLE,FSTL22SST07WH,"['반팔', '반팔티', '오버핏', '반팔티셔츠', '티셔츠', '호접몽']","39,000원",4.9,245,2022 S/S,"['남', '여']","4,253",7.8천 회 이상,800개 이상,"['스트릿', '홈웨어', '캐주얼']",40%,37%,13%,2%,1%,7%,29%,71%,https://image.msscdn.net/images/goods_img/20220317/2425962/2425962_4_500.jpg?t=20220321090921
737,오가닉 코튼 벤트 티셔츠_블랙,상의,반소매 티셔츠,VASTIC,Organic Cotton Bent T-Shirts_Black,"['반팔', '오버핏', '베이직티셔츠', '티셔츠', '여름반팔티', '오버핏반팔', '반팔티셔츠', '21SUMMER컬렉션']","17,000원",4.8,467,2021 S/S,['남'],427,1.8천 회 이상,900개 이상,,16%,12%,27%,17%,14%,14%,67%,33%,https://image.msscdn.net/images/goods_img/20210426/1919507/1919507_1_500.jpg?t=20220628162045
738,릴렉스 핏 크루 넥 반팔 티셔츠 2 [블랙],상의,반소매 티셔츠,MUSINSA STANDARD,MMBTS401-BK,"['무지티', '라운드넥', '면티셔츠', 'MU-T', '기본티셔츠', '레귤러핏', '반소매티셔츠']","13,900원",4.9,178,2022 S/S,['남'],301,6천 회 이상,900개 이상,,17%,17%,25%,20%,11%,10%,84%,16%,https://image.msscdn.net/images/goods_img/20220407/2474512/2474512_1_500.jpg?t=20220622160926
739,VSW Arch Logo T-Shirts Deep Green,상의,반소매 티셔츠,VISION STREETWEAR,VS2202ST03DP,"['비전', '반팔', '그래픽', '로고', '티셔츠', '오버핏', '반팔티', '22SUMMER컬렉션', '루즈핏']","33,000원",4.8,1496,2022 S/S,"['남', '여']","1,273",4.6천 회 이상,800개 이상,['캐주얼'],23%,33%,23%,11%,3%,7%,65%,35%,https://image.msscdn.net/images/goods_img/20220317/2426588/2426588_1_500.jpg?t=20220321143102
740,N222UPB900 우븐 반팔/반바지 2PACK 세트 DUSTY GREY,상의,반소매 티셔츠,NATIONALGEOGRAPHIC,1461153,"['반팔티', '로고티셔츠', '여름반팔티', '반팔', '반팔티추천', '반팔티셔츠', '22S/S컬렉션']","69,000원",4.8,584,2022 S/S,['남'],875,1.4만 회 이상,800개 이상,['스포츠'],22%,13%,20%,15%,12%,18%,62%,38%,https://image.msscdn.net/images/goods_img/20220408/2476984/2476984_1_500.jpg?t=20220408154136
741,[US] K87 포켓티 반팔 티셔츠,상의,반소매 티셔츠,CARHARTT,CARHARTTK87ALL,"['여름반팔티', '반팔티셔츠', '오버핏반팔', '남자반팔티', '오버핏', '로고티셔츠', '반팔티']","49,900원",4.9,90,,['남'],699,3.5천 회 이상,800개 이상,,29%,25%,22%,11%,7%,6%,58%,42%,https://image.msscdn.net/images/goods_img/20220315/2418502/2418502_1_500.jpg?t=20220427174149
742,FLEX 7 OVER SIZE TEE WHITE,상의,반소매 티셔츠,AVANDRESS,20S58,"['남자7부', '루즈핏티셔츠', '반팔티', '오버사이즈반팔티', '오버핏반팔', '오버핏티셔츠', '7부티']","34,000원",4.7,965,2020 S/S,['남'],741,6.9천 회 이상,800개 이상,"['캐주얼', '댄디']",16%,16%,21%,20%,13%,14%,85%,15%,https://image.msscdn.net/images/goods_img/20200626/1498926/1498926_2_500.jpg?t=20220628153509
743,[ONEMILE WEAR] 2PACK SMALL ARCH TEE WHITE / DARK BLUE,상의,반소매 티셔츠,YALE,YC1SS1021DB,"['반팔티', '로고', '여름반팔티', '남자반팔티', '반팔티셔츠', '원마일웨어', '패키지/셋업']","78,000원",4.9,6326,2022 S/S,"['남', '여']",844,9천 회 이상,800개 이상,['캐주얼'],23%,29%,26%,10%,4%,8%,45%,55%,https://image.msscdn.net/images/goods_img/20220324/2442417/2442417_1_500.jpg?t=20220325124401
744,EMBROIDERY HANDSOME DAN TEE NAVY,상의,반소매 티셔츠,YALE,YA4SS0061NA,[],"39,000원",4.8,2779,2021 S/S,"['남', '여']","1,259",2.3천 회 이상,900개 이상,"['홈웨어', '캐주얼']",23%,29%,25%,10%,5%,8%,43%,57%,https://image.msscdn.net/images/goods_img/20220401/2461644/2461644_2_500.jpg?t=20220411091254
745,Dont Cry Teddy 피그먼트 반팔티 다크블루,상의,반소매 티셔츠,CPGN STUDIO,C22SB14,"['그래픽티셔츠', '로고티셔츠', '반팔티', '오버핏반팔', '커플티', '22S/S컬렉션']","48,000원",4.7,848,2022 S/S,['여'],"2,376",1.1만 회 이상,800개 이상,['스트릿'],23%,22%,23%,14%,7%,11%,18%,82%,https://image.msscdn.net/images/goods_img/20220307/2403602/2403602_2_500.jpg?t=20220413094910
746,레빗 OR 베어 티셔츠_블랙(NG2CMUT500A),상의,반소매 티셔츠,NICE GHOST CLUB,NG2CMUT500ABK,"['반팔티셔츠', '그래픽티셔츠', '반팔', '반팔티', '로고티셔츠', '티셔츠', '오버핏반팔']","39,000원",4.8,1214,2022 S/S,['남'],"2,345",3.2천 회 이상,800개 이상,"['아메리칸 캐주얼', '캐주얼']",34%,38%,17%,4%,1%,6%,27%,73%,https://image.msscdn.net/images/goods_img/20210401/1876629/1876629_2_500.jpg?t=20220323213330
747,[16수] 넌슬립 자수 반팔티 화이트,상의,반소매 티셔츠,CPGN STUDIO,C22SB11,"['그래픽티셔츠', '로고티셔츠', '반팔티', '오버핏반팔', '커플티', '자수', '22S/S컬렉션']","48,000원",4.8,325,2022 S/S,['남'],"2,158",6.1천 회 이상,800개 이상,,26%,29%,20%,10%,4%,11%,53%,47%,https://image.msscdn.net/images/goods_img/20220307/2403598/2403598_2_500.jpg?t=20220413095019
748,7.5oz 가먼트다이 무지 오버핏 반팔티_쉐도우,상의,반소매 티셔츠,SHAKA WEAR,7.5g_s,"['반팔', '반팔티', '오버핏', '오버핏반팔', '가먼트다이', '피그먼트', '티셔츠']","45,000원",4.7,919,,['남'],767,4.6천 회 이상,800개 이상,['캐주얼'],18%,20%,25%,17%,11%,9%,94%,6%,https://image.msscdn.net/images/goods_img/20210809/2052787/2052787_2_500.jpg?t=20211001105146
749,남 블랙 릴렉스핏 헤비 코튼 로고 반팔 티셔츠 J400168 BEH,상의,반소매 티셔츠,CALVIN KLEIN JEANS,J400168 BEH,"['로고/레터링', '로고']","45,000원",4.6,362,2022 S/S,['남'],"2,268",6.8천 회 이상,800개 이상,,35%,32%,20%,5%,2%,6%,51%,49%,https://image.msscdn.net/images/goods_img/20220217/2367963/2367963_6_500.jpg?t=20220303141703
750,BULLY BROTHERS T-SHIRTS (BLACK) [LRPMCTA421MBKA],상의,반소매 티셔츠,GROOVE RHYME,LRPMCTA421MBKA,"['그래픽티셔츠', '오버핏티셔츠', '로고티셔츠', '루즈핏티셔츠', '반팔', '반팔티', '티셔츠']","32,000원",4.8,284,2021 S/S,['남'],972,3.4천 회 이상,800개 이상,,23%,22%,25%,14%,6%,10%,58%,42%,https://image.msscdn.net/images/goods_img/20210416/1901958/1901958_1_500.jpg?t=20210416093633
751,DEFAULT ARCH LOGO TEE 2PACK SET,상의,반소매 티셔츠,DEFAULT VALUE,D21STS070,"['여름반팔티', '오버핏반팔', '남자반팔', '오버핏티셔츠', '로고티셔츠', '루즈핏티셔츠', '남자반팔티']","116,000원",4.7,638,2021 S/S,['남'],"2,048",3천 회 이상,800개 이상,['캐주얼'],29%,26%,20%,10%,6%,9%,66%,34%,https://image.msscdn.net/images/goods_img/20210324/1860992/1860992_1_500.jpg?t=20210330143158
752,TSHIRT BIJOU MARDI_BLACK CREAM,상의,반소매 티셔츠,MARDI MERCREDI,430731,[],"45,000원",4.8,186,2022 S/S,['여'],"1,718",4.9천 회 이상,800개 이상,,22%,18%,17%,9%,8%,26%,8%,92%,https://image.msscdn.net/images/goods_img/20220329/2453404/2453404_1_500.jpg?t=20220331175728
753,스크림 로고 티셔츠_블랙(NG2CMUT527A),상의,반소매 티셔츠,NICE GHOST CLUB,NG2CMUT527ABK,"['반팔티', '반팔티셔츠', '그래픽', '반팔', '티셔츠', '오버핏', '로고티셔츠']","39,000원",4.9,378,2022 S/S,['남'],"2,616",8.6천 회 이상,800개 이상,['캐주얼'],47%,33%,10%,2%,0%,8%,31%,69%,https://image.msscdn.net/images/goods_img/20220316/2424785/2424785_1_500.jpg?t=20220323222028
754,CLASSIC LOGO TEE navy,상의,반소매 티셔츠,MARITHE FRANCOIS GIRBAUD,0MG22STS103,[],"48,000원",4.9,1245,2022 S/S,['여'],"1,318",6.4천 회 이상,800개 이상,['캐주얼'],20%,30%,29%,11%,4%,6%,27%,73%,https://image.msscdn.net/images/goods_img/20220218/2371208/2371208_2_500.jpg?t=20220303152302
755,029250 남 크루넥 반팔 티셔츠,상의,반소매 티셔츠,GIORDANO,029250,[],"9,800원",4.7,335,ALL S/S,['남'],430,800회 이상,900개 이상,,38%,16%,21%,14%,6%,5%,67%,33%,https://image.msscdn.net/images/goods_img/20210415/1899619/1899619_3_500.jpg?t=20220126163033
756,[Mmlg] BETWEEN MMLG HF-T (PURPLE NAVY),상의,반소매 티셔츠,MMLG,MMLGBB1T036,"['티셔츠추천', '반팔티', '남자반팔티', '반팔', '티셔츠', '여자반팔티', '반팔티셔츠', '특별기획전', '로고', 'EVERYDAYWEAR']","39,000원",4.9,344,2022 S/S,"['남', '여']","1,676",4.4천 회 이상,800개 이상,"['홈웨어', '캐주얼']",18%,37%,29%,9%,3%,4%,14%,86%,https://image.msscdn.net/images/goods_img/20211223/2280224/2280224_1_500.jpg?t=20220318152259
757,플라워 리본 티_화이트,상의,반소매 티셔츠,ROMANTIC CROWN,22RCSUTTSU005WT,"['티셔츠', '반팔티', '여름티셔츠', '로고', '그래픽', '오버핏']","42,000원",4.9,353,2022 S/S,"['남', '여']","1,521",9천 회 이상,800개 이상,"['스트릿', '캐주얼']",20%,31%,26%,11%,5%,7%,55%,45%,https://image.msscdn.net/images/goods_img/20220408/2476975/2476975_6_500.jpg?t=20220420133306
758,우먼즈 베이식 크루 넥 반팔 티셔츠 [더스티 민트],상의,반소매 티셔츠,MUSINSA STANDARD,MWJTS202-UM,"['기본티', '라운드넥', '무신사스탠다드우먼즈', '무지티', '여름티', 'MU-T', '반소매']","12,900원",4.9,27547,,['여'],"1,882",2천 회 이상,800개 이상,['캐주얼'],19%,20%,22%,17%,10%,12%,8%,92%,https://image.msscdn.net/images/goods_img/20200423/1417695/1417695_2_500.jpg?t=20200630155940
759,MILAGRO CREWNECK TEE WHITE,상의,반소매 티셔츠,PRENDA,PRTTSURS27WC2,"['반팔티', '반팔', '반팔티셔츠', '여자반팔티', '오버핏반팔', '우먼티셔츠']","39,000원",4.8,302,2022 S/S,['여'],"4,625",1.3만 회 이상,800개 이상,['캐주얼'],25%,41%,21%,5%,2%,6%,3%,97%,https://image.msscdn.net/images/goods_img/20220401/2461743/2461743_1_500.jpg?t=20220408100558
760,말티즈 아카이브 반팔티셔츠 네이비 women,상의,반소매 티셔츠,WAIKEI,YK22HSTS01,"['여자반팔티', '그래픽', '로고티셔츠', '여름반팔', '반팔티추천', '강아지', '프린팅']","49,000원",4.9,681,2022 S/S,['여'],"3,767",1.6만 회 이상,800개 이상,['캐주얼'],23%,44%,23%,4%,2%,4%,5%,95%,https://image.msscdn.net/images/goods_img/20220415/2493559/2493559_1_500.jpg?t=20220628171624
761,우먼즈 릴렉스 핏 크루 넥 반팔 티셔츠 [크림],상의,반소매 티셔츠,MUSINSA STANDARD,MWJTS203-CR,"['MU-T', '기본티', '라운드넥', '무신사스탠다드우먼즈', '무지티', '여름티']","13,900원",4.8,3523,,['여'],950,1.6천 회 이상,800개 이상,['캐주얼'],17%,17%,17%,19%,14%,16%,16%,84%,https://image.msscdn.net/images/goods_img/20200423/1417709/1417709_2_500.jpg?t=20200630154749
762,서핀 백 프린트 티 셔츠_오션 챠콜,상의,반소매 티셔츠,UNIIS DESIGN,UNSD,"['그래픽', '반팔티', '서핑', '여름티', '프린트', '프린팅', '써핑티']","39,000원",4.8,8471,ALL S/S,['남'],"1,894",3.7천 회 이상,800개 이상,['캐주얼'],20%,28%,26%,13%,5%,8%,68%,32%,https://image.msscdn.net/images/goods_img/20200410/1396765/1396765_1_500.jpg?t=20200421193928
763,LMC BEAR DOLL TEE white,상의,반소매 티셔츠,LMC,0LM22STS150WHT,"['LMC반팔', 'LMC반팔티', '로고티셔츠', '반팔티', '엘엠씨반팔티']","42,000원",4.9,273,2022 S/S,['남'],"3,632",9.1천 회 이상,800개 이상,['스트릿'],34%,31%,19%,7%,3%,6%,34%,66%,https://image.msscdn.net/images/goods_img/20220304/2398640/2398640_1_500.jpg?t=20220314180602
764,에센셜 웜 코튼 2-PACK  티셔츠,상의,반소매 티셔츠,COVERNAT,CO2103STE1BK,"['에센셜라인', '로고티셔츠']","49,000원",4.9,140,2021 F/W,['남'],"1,215",1.5천 회 이상,800개 이상,,32%,23%,17%,11%,9%,8%,56%,44%,https://image.msscdn.net/images/goods_img/20210917/2139209/2139209_5_500.jpg?t=20210923150519
