,name,main_category,sub_category,brand,number,tags,price,rating,rating_num,season,gender,like,view,sale,coordi,age18,age19_23,age24_28,age29_33,age34_39,age40,man,woman,img
522,서핀 백 프린트 티 셔츠_화이트,상의,반소매 티셔츠,UNIIS DESIGN,UNSD,"['서핑', '프린트', '썸머유니스', '그래픽', '프린팅', '써핑티']","39,000원",4.8,8471,ALL S/S,"['남', '여']","3,161",5천 회 이상,1.3천 개 이상,['캐주얼'],25%,27%,22%,13%,5%,8%,71%,29%,https://image.msscdn.net/images/goods_img/20190521/1051404/1051404_2_500.jpg?t=20190526190424
523,N195UTS920 네오디 빅 로고 반팔 티셔츠 CARBON BLACK,상의,반소매 티셔츠,NATIONALGEOGRAPHIC,959667,"['로고', '로고티셔츠', '빅로고']","49,000원",4.7,967,ALL S/S,['남'],"3,113",1.4만 회 이상,1.3천 개 이상,,68%,7%,3%,3%,3%,16%,38%,62%,https://image.msscdn.net/images/goods_img/20190123/938655/938655_1_500.jpg?t=20220628144755
524,TSHIRT DDANJI_LIGHTBEIGE,상의,반소매 티셔츠,MARDI MERCREDI,145892,[],"42,000원",4.8,615,2021 S/S,['여'],"2,883",6.4천 회 이상,1.3천 개 이상,,29%,17%,18%,10%,9%,17%,8%,92%,https://image.msscdn.net/images/goods_img/20210330/1870605/1870605_1_500.jpg?t=20210330161744
525,(스폰지밥) 돌아온 파자마시티 잠옷(PINK)_SPPPC25U07,상의,반소매 티셔츠,SPAO,SPPPC25U07,"['스폰지밥', '스파오파자마', '파자마페스티벌', '스파오파자마페스티벌', '상하세트잠옷', '커플잠옷', '잠옷']","35,900원",4.8,417,2022 ALL,"['남', '여']","1,912",6.9천 회 이상,1.3천 개 이상,,37%,26%,20%,8%,3%,6%,44%,56%,https://image.msscdn.net/images/goods_img/20210628/2011083/2011083_18_500.jpg?t=20220615084820
526,EBFD 아치로고 반팔 티셔츠 딥블루,상의,반소매 티셔츠,EBBETSFIELD,EB2102ST14DB,"['반팔티', '반팔', '티셔츠', '반팔티셔츠', '로고티셔츠', '21SUMMER', '22SS정규컬렉션']","39,000원",4.8,2288,2021 S/S,['남'],"2,664",3.5천 회 이상,1.2천 개 이상,"['아메리칸 캐주얼', '캐주얼']",38%,27%,17%,6%,3%,9%,56%,44%,https://image.msscdn.net/images/goods_img/20210608/1987323/1987323_4_500.jpg?t=20220401145711
527,커스텀 슬림 핏 코튼 티셔츠 - 화이트,상의,반소매 티셔츠,POLO RALPH LAUREN,MNPOTSH1N820046-100,"['면티', '폴로', '폴로티', '폴로티셔츠', 'T-SHIRT', '폴로반팔티', '로고티셔츠']","109,000원",4.8,1288,ALL,['남'],"6,737",2.9만 회 이상,1.2천 개 이상,,28%,30%,25%,10%,3%,4%,59%,41%,https://image.msscdn.net/images/goods_img/20191024/1201416/1201416_2_500.jpg?t=20210105134421
528,[패키지] 나우네버 더블코튼 반팔 티셔츠 2PACK KYST1363,상의,반소매 티셔츠,FP142,2251327,"['반팔', '반팔티셔츠', '반팔티', '여름반팔티', '오버핏반팔', '오버핏', '티셔츠']","45,800원",4.8,22,2022 S/S,['남'],"2,088",6.2만 회 이상,1.3천 개 이상,,24%,17%,29%,18%,7%,5%,78%,22%,https://image.msscdn.net/images/goods_img/20220628/2635227/2635227_1_500.jpg?t=20220628103100
529,BadBear Crop Tee White,상의,반소매 티셔츠,BADBLUE,b0188,"['반팔티', '여자반팔티', '반팔', '티셔츠', '크롭티', '크롭탑', '반팔티셔츠']","39,000원",4.9,190,2022 S/S,['여'],"6,761",2.5만 회 이상,1.3천 개 이상,,26%,38%,24%,6%,2%,4%,6%,94%,https://image.msscdn.net/images/goods_img/20220420/2502971/2502971_1_500.jpg?t=20220428234253
530,카멜 파크 반팔티셔츠(네이비),상의,반소매 티셔츠,CAMEL WORK,34-69-0047,"['로고', '프린팅', '면티', '라운드', '오버핏', '그래픽']","32,000원",4.8,3318,2022 S/S,['남'],"1,379",1만 회 이상,1.3천 개 이상,"['스포츠', '캐주얼']",18%,20%,28%,18%,8%,8%,71%,29%,https://image.msscdn.net/images/goods_img/20220225/2384844/2384844_1_500.jpg?t=20220225113222
531,TSHIRT FLOWERMARDI_PINK BLACK,상의,반소매 티셔츠,MARDI MERCREDI,430766,[],"42,000원",4.7,268,2022 S/S,['여'],"4,403",1만 회 이상,1.3천 개 이상,,25%,26%,20%,10%,7%,12%,7%,93%,https://image.msscdn.net/images/goods_img/20220329/2453550/2453550_2_500.jpg?t=20220426144610
532,LMC BABE ANGEL TEE black,상의,반소매 티셔츠,LMC,0LM22STS133BLK,"['오버핏반팔', '남자반팔티', '티셔츠', '반팔티셔츠', '로고티셔츠', 'LMC반팔']","45,000원",4.9,550,2022 S/S,['남'],"2,846",1.1만 회 이상,1.3천 개 이상,"['스트릿', '캐주얼']",35%,28%,18%,9%,4%,6%,66%,34%,https://image.msscdn.net/images/goods_img/20220308/2404495/2404495_1_500.jpg?t=20220321150837
533,[16수] 캘리포니아 베어 반팔 블랙,상의,반소매 티셔츠,CPGN STUDIO,SLG2103B10,"['그래픽', '남녀공용', '반팔티', '오버핏', '커플티', '프린팅']","45,000원",4.9,923,2021 S/S,"['남', '여']","7,383",5천 회 이상,1.3천 개 이상,['캐주얼'],20%,22%,31%,14%,6%,7%,31%,69%,https://image.msscdn.net/images/goods_img/20210316/1847029/1847029_1_500.jpg?t=20210316155835
534,고스트 온 보드 UV 티셔츠_화이트(NG2CMUT529A),상의,반소매 티셔츠,NICE GHOST CLUB,NG2CMUT529AWH,"['로고티셔츠', '반팔', '티셔츠', '반팔티', '반팔티셔츠', '그래픽', '오버핏']","39,000원",4.8,181,2022 S/S,['남'],"4,240",1.3만 회 이상,1.3천 개 이상,"['스트릿', '캐주얼']",37%,31%,19%,6%,2%,5%,42%,58%,https://image.msscdn.net/images/goods_img/20220316/2424748/2424748_1_500.jpg?t=20220323220259
535,DUCKLING CROP T-SHIRT,상의,반소매 티셔츠,SINOON,SN2C1TT002_WH,[],"38,000원",4.8,404,2022 S/S,['여'],"6,100",6.5천 회 이상,1.2천 개 이상,['캐주얼'],16%,45%,28%,7%,2%,2%,3%,97%,https://image.msscdn.net/images/goods_img/20220203/2339353/2339353_1_500.jpg?t=20220203180724
536,CLASSIC LOGO TEE black,상의,반소매 티셔츠,MARITHE FRANCOIS GIRBAUD,0MG22STS103,[],"48,000원",4.9,1245,2022 S/S,['여'],"2,169",8.4천 회 이상,1.2천 개 이상,['캐주얼'],20%,28%,30%,11%,4%,7%,19%,81%,https://image.msscdn.net/images/goods_img/20220218/2371212/2371212_2_500.jpg?t=20220303152243
537,W CLASSIC LOGO CROP TEE white,상의,반소매 티셔츠,MARITHE FRANCOIS GIRBAUD,0MG22STS123,[],"39,000원",4.9,547,2022 S/S,['여'],"4,625",1.1만 회 이상,1.2천 개 이상,['캐주얼'],18%,40%,26%,9%,2%,5%,5%,95%,https://image.msscdn.net/images/goods_img/20220314/2416454/2416454_1_500.jpg?t=20220316142035
538,베이식 크루 넥 반팔 티셔츠 [오트밀],상의,반소매 티셔츠,MUSINSA STANDARD,MITS0004-OT,"['기본티', '라운드넥', '면티셔츠', '무지티', '반팔티', 'MU-T', '홈웨어컬렉션', '서머아이템기획전']","10,900원",4.8,42237,,['남'],974,1.7천 회 이상,1.3천 개 이상,"['댄디', '캐주얼']",19%,15%,27%,20%,9%,10%,73%,27%,https://image.msscdn.net/images/goods_img/20190327/996499/996499_4_500.jpg?t=20201110162656
539,ATH TEE(SAINT BASEBALL)_1%OATMEAL,상의,반소매 티셔츠,OUTSTANDING,OSTD222,"['오버핏', '반팔', '반팔티', '여름반팔', '티셔츠', '로고티셔츠', '그래픽', '최겨울PICK']","43,000원",4.9,636,2022 S/S,['남'],"2,217",1.1만 회 이상,1.2천 개 이상,['캐주얼'],15%,22%,27%,17%,10%,9%,82%,18%,https://image.msscdn.net/images/goods_img/20220413/2484432/2484432_1_500.jpg?t=20220413144337
540,로케이티드 마운틴 피그먼트 반팔티 크림,상의,반소매 티셔츠,TRAVEL,TRTOSURS07UI4,"['그래픽티셔츠', '루즈핏', '반팔', '반팔티', '피그먼트']","39,000원",4.7,2260,ALL S/S,"['남', '여']","7,587",5.7천 회 이상,1.2천 개 이상,['캐주얼'],19%,20%,28%,17%,7%,9%,39%,61%,https://image.msscdn.net/images/goods_img/20200428/1426300/1426300_1_500.jpg?t=20200502124554
541,로고&스마일리 티셔츠 라이트그레이(IK2CMMT500A),상의,반소매 티셔츠,IST KUNST,IK2CMMT500ALG,"['반팔티셔츠', '반팔', '여름반팔티', '오버핏반팔', '로고티셔츠', '로고', '그래픽', '로고/레터링', '로고&스마일리']","34,000원",4.8,2828,2022 S/S,"['남', '여']","1,700",9.8천 회 이상,1.2천 개 이상,['캐주얼'],27%,28%,22%,11%,5%,7%,23%,77%,https://image.msscdn.net/images/goods_img/20220303/2396227/2396227_1_500.jpg?t=20220318160422
542,(최고심) 내일부터 갓생 가보자고 티셔츠(PRINT)_SPRLC25C11,상의,반소매 티셔츠,SPAO,SPRLC25C11,"['최고심', '스파오X최고심', '반팔', '반팔티', '반팔티셔츠', '티셔츠', '남자반팔티', '스파오×최고심']","25,900원",5,1242,2022 S/S,['여'],"1,355",4.6천 회 이상,1.2천 개 이상,['홈웨어'],39%,30%,22%,5%,1%,3%,11%,89%,https://image.msscdn.net/images/goods_img/20220315/2419220/2419220_3_500.jpg?t=20220328102959
543,LMC THREE BEARS V2 TEE charcoal,상의,반소매 티셔츠,LMC,0LM22STS131CRC,"['LMC반팔', 'LMC반팔티', '로고티셔츠', '반팔티', '엘엠씨반팔티']","39,000원",4.8,1215,2022 S/S,['남'],"3,065",1만 회 이상,1.2천 개 이상,"['스트릿', '캐주얼']",32%,31%,22%,7%,2%,6%,43%,57%,https://image.msscdn.net/images/goods_img/20220304/2398648/2398648_1_500.jpg?t=20220314180136
544,K87 포켓 반팔티 티셔츠(6컬러),상의,반소매 티셔츠,CARHARTT,k87 carhartt,"['반팔', '반팔티', '여름반팔티', '반팔티셔츠', '오버핏반팔', '티셔츠', '로고티셔츠', '로고/레터링']","58,800원",4.8,177,병행수입,['남'],"1,836",3.7천 회 이상,1.2천 개 이상,,31%,28%,22%,9%,4%,6%,60%,40%,https://image.msscdn.net/images/goods_img/20220302/2390459/2390459_1_500.jpg?t=20220302090052
545,릴렉스 핏 크루 넥 반팔 티셔츠 [머스터드],상의,반소매 티셔츠,MUSINSA STANDARD,MITS0005-MU,"['기본티', '라운드넥', '루즈핏', '면티셔츠', '무지티', '반팔티', 'MU-T', '홈웨어컬렉션', '서머아이템기획전']","11,900원",4.8,159298,,['남'],"1,188",5천 회 이상,1.2천 개 이상,"['댄디', '캐주얼']",13%,15%,25%,20%,14%,13%,81%,19%,https://image.msscdn.net/images/goods_img/20190327/996191/996191_3_500.jpg?t=20201109154718
546,[UNISEX]드로잉하트 백로고 화이트클립 반팔티_블랙,상의,반소매 티셔츠,GRAVER,G(W)-TS-27-BK,"['라운드', '로고', '루즈핏반팔티', '면티', '오버핏', '커플티', '프린팅']","42,000원",4.7,941,2022 S/S,"['남', '여']","4,533",3.9천 회 이상,1.3천 개 이상,,23%,24%,21%,10%,7%,15%,42%,58%,https://image.msscdn.net/images/goods_img/20200604/1473427/1473427_1_500.jpg?t=20200604125432
547,(BV6708) 드라이핏 스우시 반팔티 2컬러,상의,반소매 티셔츠,NIKE,32291,"['나이키반팔티', '나이키반팔', '오버핏반팔', '남자반팔', '로고티셔츠', '그래픽티셔츠', '라운드티']","59,000원",4.8,152,,['남'],"2,054",7.7천 회 이상,1.2천 개 이상,,37%,22%,20%,8%,4%,9%,60%,40%,https://image.msscdn.net/images/goods_img/20191114/1224573/1224573_4_500.jpg?t=20210324142525
548,939 LOGO T-SHIRTS (BLACK),상의,반소매 티셔츠,ARCHIVE BOLD,21SS-TS-001,"['로고티셔츠', '반팔티', '티셔츠', '레귤러핏', '그래픽티셔츠', '스트릿', '로고']","39,000원",4.8,1274,2021 S/S,['남'],"3,096",1만 회 이상,1.3천 개 이상,['캐주얼'],42%,32%,12%,3%,2%,9%,34%,66%,https://image.msscdn.net/images/goods_img/20210315/1845149/1845149_2_500.png?t=20220706104121
549,수피마 코튼 프리미엄 티셔츠 CHOCOLATE BROWN,상의,반소매 티셔츠,INSILENCE,IM2B2TO01BR,"['무지', '반팔티', '반팔티셔츠', '수피마', '인사일런스티셔츠', '티셔츠', '수피마티셔츠']","34,000원",4.9,10868,2022 S/S,['남'],"1,830",5.2천 회 이상,1.2천 개 이상,"['댄디', '캐주얼']",12%,24%,31%,19%,9%,5%,94%,6%,https://image.msscdn.net/images/goods_img/20200403/1385215/1385215_4_500.jpg?t=20220322111209
550,[패키지] Short_sleeve 무지 반팔티,상의,반소매 티셔츠,BRENSON,BR483,"['티셔츠', '오버핏', '루즈핏', '레이어드', '기본티', '숏슬리브']","39,800원",4.8,502,ALL ALL,['남'],"1,201",3.9천 회 이상,1.2천 개 이상,,20%,27%,25%,13%,7%,8%,81%,19%,https://image.msscdn.net/images/goods_img/20210222/1807046/1807046_2_500.jpg?t=20210810150742
551,MIL SERIES TEE(U.S. ARMY)_CHARCOAL,상의,반소매 티셔츠,OUTSTANDING,OSTD223,"['반팔', '티셔츠', '반팔티', '오버핏반팔', '그래픽', '빈티지나염티셔츠', '최겨울PICK']","45,000원",4.8,336,2022 S/S,['남'],"1,684",1.2만 회 이상,1.2천 개 이상,,16%,24%,28%,16%,8%,8%,88%,12%,https://image.msscdn.net/images/goods_img/20220415/2493361/2493361_1_500.jpg?t=20220422120942
552,LMC BABE ANGEL TEE white,상의,반소매 티셔츠,LMC,0LM22STS133WHT,"['오버핏반팔', '남자반팔티', '티셔츠', '반팔티셔츠', '로고티셔츠', 'LMC반팔']","45,000원",4.9,550,2022 S/S,['남'],"3,214",8.7천 회 이상,1.2천 개 이상,"['스트릿', '캐주얼']",37%,26%,16%,9%,4%,8%,62%,38%,https://image.msscdn.net/images/goods_img/20220308/2404494/2404494_1_500.jpg?t=20220321150928
553,CRAYON DOODLE TEE WHITE(MG2CMMT530A),상의,반소매 티셔츠,MAHAGRID,MG2CMMT530AWH,"['티셔츠', '로고티셔츠', '반팔티셔츠', '반팔', '티셔츠추천', '여름반팔티', '마하그리드×스트레이키즈']","39,000원",4.9,246,2022 S/S,"['남', '여']","3,900",9.8천 회 이상,1.2천 개 이상,,38%,30%,14%,5%,4%,9%,24%,76%,https://image.msscdn.net/images/goods_img/20220308/2404964/2404964_1_500.jpg?t=20220308192411
554,[UNISEX]화이트 도트 보드 화이트클립 반팔티_블랙,상의,반소매 티셔츠,GRAVER,G(W)-TS-48-BK,"['오버핏', '면티', '프린팅', '커플티', '루즈핏반팔티', '로고', '그래픽']","39,000원",4.8,330,2022 S/S,"['남', '여']","3,752",1만 회 이상,1.2천 개 이상,,27%,28%,18%,10%,5%,12%,44%,56%,https://image.msscdn.net/images/goods_img/20200826/1563845/1563845_1_500.jpg?t=20200826114912
555,포켓 반팔티 17종 / K87,상의,반소매 티셔츠,CARHARTT,K87,"['반팔', '포켓', '포켓티', 'K87']","59,000원",4.7,17580,,['남'],"42,359",5.9천 회 이상,1.1천 개 이상,['캐주얼'],35%,28%,19%,9%,4%,5%,59%,41%,https://image.msscdn.net/images/goods_img/20170317/501693/501693_1_500.jpg?t=20210323133101
556,릴렉스 핏 크루 넥 반팔 티셔츠 [라이트 카키],상의,반소매 티셔츠,MUSINSA STANDARD,MITS0005-LK,"['기본티', '라운드넥', '루즈핏', '면티셔츠', '무지티', '반팔티', 'MU-T', '홈웨어컬렉션', '서머아이템기획전']","11,900원",4.8,159298,,['남'],"1,078",2천 회 이상,1.2천 개 이상,"['댄디', '캐주얼']",14%,19%,24%,19%,12%,12%,88%,12%,https://image.msscdn.net/images/goods_img/20190327/996192/996192_3_500.jpg?t=20201109154519
557,릴렉스 핏 크루 넥 반팔 티셔츠 [스모크 핑크],상의,반소매 티셔츠,MUSINSA STANDARD,MITS0005-SP,"['기본티', '라운드넥', '루즈핏', '면티셔츠', '무지티', '반팔티', 'MU-T', '홈웨어컬렉션', '서머아이템기획전']","11,900원",4.8,159298,,['남'],"1,248",4.4천 회 이상,1.2천 개 이상,"['댄디', '캐주얼']",13%,13%,21%,19%,17%,17%,78%,22%,https://image.msscdn.net/images/goods_img/20190327/996181/996181_3_500.jpg?t=20201109160644
558,[3PACK] 32수 라이트 코튼 반팔 티셔츠,상의,반소매 티셔츠,PRINTSTAR,083-3P,"['반팔티', '3팩', '3팩티셔츠', '가성비', '반팔', '이너티', '기본티']","24,000원",4.7,210,병행수입,['남'],"1,398",4.9천 회 이상,1.3천 개 이상,,23%,26%,23%,12%,7%,9%,70%,30%,https://image.msscdn.net/images/goods_img/20220408/2475760/2475760_2_500.jpg?t=20220408102208
559,TSHIRT LOGO MRCD_WHITE NAVY,상의,반소매 티셔츠,MARDI MERCREDI,430748,[],"45,000원",4.8,229,2022 S/S,['여'],"3,475",6.4천 회 이상,1.2천 개 이상,,28%,20%,18%,11%,9%,14%,11%,89%,https://image.msscdn.net/images/goods_img/20220329/2453525/2453525_2_500.jpg?t=20220426144746
560,VSW Arch Logo T-Shirts White,상의,반소매 티셔츠,VISION STREETWEAR,VS2202ST03WH,"['비전', '반팔', '그래픽', '로고', '티셔츠', '오버핏', '반팔티', '22SUMMER컬렉션', '루즈핏']","33,000원",4.8,1494,2022 S/S,"['남', '여']","2,263",9.4천 회 이상,1.2천 개 이상,['캐주얼'],33%,31%,19%,8%,2%,7%,67%,33%,https://image.msscdn.net/images/goods_img/20220317/2426580/2426580_2_500.jpg?t=20220322174538
561,프리미엄 코튼메쉬 오버핏 반팔티셔츠,상의,반소매 티셔츠,SLOW ACID,CM-HT1,"['기능성', '무지반팔', '무지티', '반팔', '반팔티셔츠']","34,000원",4.8,687,ALL S/S,['남'],758,1.7천 회 이상,1.2천 개 이상,,25%,12%,23%,16%,14%,10%,87%,13%,https://image.msscdn.net/images/goods_img/20200518/1451799/1451799_1_500.jpg?t=20220425154903
562,(포켓몬) 넌 내꺼야 티셔츠(GRAPHIC WHITE)_SPRLC37U01,상의,반소매 티셔츠,SPAO,SPRLC37U01,"['스파오×포켓몬스터', '포켓몬스터', '포켓몬', '반팔티셔츠', '반팔티', '반팔', '티셔츠']","25,900원",4.9,409,2022 S/S,"['남', '여']","1,242",3천 회 이상,1.2천 개 이상,"['홈웨어', '캐주얼']",44%,16%,16%,8%,5%,11%,42%,58%,https://image.msscdn.net/images/goods_img/20220502/2534044/2534044_5_500.jpg?t=20220516142926
563,Mascot Varsity Tee Gray,상의,반소매 티셔츠,SCULPTOR,SC21S242GY,"['반팔티셔츠', '반팔', '티셔츠', '반팔티', '오버핏', '라운드티', '그래픽티셔츠']","39,000원",4.8,1648,2021 S/S,"['남', '여']","7,373",5.2천 회 이상,1.2천 개 이상,['캐주얼'],33%,38%,17%,5%,1%,6%,7%,93%,https://image.msscdn.net/images/goods_img/20210428/1925127/1925127_3_500.jpg?t=20210614151810
564,네로 반팔티 화이트,상의,반소매 티셔츠,FALLETT,FA2102ST10WH,"['티셔츠', '반팔티', '오버핏', '네로', '고양이', '반팔티셔츠', '리조트', '썸머컬렉션', '네로컬렉션']","39,000원",4.8,393,2021 S/S,['남'],"4,910",7천 회 이상,1.2천 개 이상,"['스트릿', '캐주얼']",32%,32%,18%,7%,3%,8%,30%,70%,https://image.msscdn.net/images/goods_img/20210318/1853238/1853238_3_500.jpg?t=20220404185111
565,TSHIRT UNIV_OATMEAL BLACK,상의,반소매 티셔츠,MARDI MERCREDI,430745,[],"45,000원",4.8,260,2022 S/S,['여'],"3,488",8.4천 회 이상,1.2천 개 이상,,24%,28%,20%,9%,7%,12%,8%,92%,https://image.msscdn.net/images/goods_img/20220329/2453502/2453502_1_500.jpg?t=20220405102956
566,로고&스마일리 티셔츠 네이비(IK2CMMT500A),상의,반소매 티셔츠,IST KUNST,IK2CMMT500ANV,"['반팔티셔츠', '반팔', '여름반팔티', '오버핏반팔', '로고티셔츠', '로고', '그래픽']","34,000원",4.8,2828,2022 S/S,"['남', '여']","2,059",1만 회 이상,1.2천 개 이상,['캐주얼'],29%,32%,20%,8%,4%,7%,42%,58%,https://image.msscdn.net/images/goods_img/20220303/2396228/2396228_1_500.jpg?t=20220318160456
567,[패키지] 이너프 보이 반팔 티셔츠 4종 2PACK KYST1356,상의,반소매 티셔츠,FP142,2223828,"['여름반팔티', '오버핏반팔', '티셔츠', '반팔티추천', '반팔', '반팔티', '반팔티셔츠']","51,800원",4.9,151,2022 S/S,['남'],"1,958",1.2만 회 이상,1.2천 개 이상,['캐주얼'],31%,28%,20%,9%,4%,8%,67%,33%,https://image.msscdn.net/images/goods_img/20220422/2508553/2508553_2_500.jpg?t=20220428120642
568,레이어드 크루 넥 반팔 티셔츠_긴 기장 [크림],상의,반소매 티셔츠,MUSINSA STANDARD,MMJTS113-CR,"['레귤러핏', '베이직티', '무지티', 'MU-T', '기본티셔츠', '라운드넥', '반소매티셔츠']","13,900원",4.7,44302,2021 S/S,['남'],644,900회 이상,1.1천 개 이상,"['캐주얼', '스포츠', '댄디']",22%,21%,20%,17%,10%,10%,81%,19%,https://image.msscdn.net/images/goods_img/20210520/1958994/1958994_2_500.jpg?t=20210705133901
569,HENLEY NECK HALF TEE _ BLACK,상의,반소매 티셔츠,FRIZMWORKS,FZW2021SSTS055,"['반팔', '반팔티', '티셔츠', '헨리넥', 'HENLEYNECK']","34,000원",4.8,1410,ALL S/S,['남'],"1,768",7.9천 회 이상,1.1천 개 이상,,13%,25%,31%,17%,8%,6%,95%,5%,https://image.msscdn.net/images/goods_img/20190502/1032580/1032580_2_500.jpg?t=20200514200920
570,AUTHENTIC LOGO TEE CREAM(MG2CMMT532A),상의,반소매 티셔츠,MAHAGRID,MG2CMMT532ACR,"['티셔츠', '로고티셔츠', '남자반팔티', '여름반팔', '여름반팔티', '반팔티셔츠', '마하그리드×스트레이키즈']","34,000원",4.9,693,2022 S/S,"['남', '여']","2,294",4.9천 회 이상,1.1천 개 이상,['스트릿'],33%,28%,19%,7%,4%,9%,33%,67%,https://image.msscdn.net/images/goods_img/20220314/2417249/2417249_1_500.jpg?t=20220321181234
